EventID,FightID,RedCorner,RedCornerID,BlueCorner,BlueCornerID,WeightClass,Referee,Championship,FightEndRound,FightEndTime,MaxRounds,Blue_Back_Control_Time,Blue_Body_Significant_Strikes_Attempts,Blue_Body_Significant_Strikes_Landed,Blue_Body_Total_Strikes_Attempts,Blue_Body_Total_Strikes_Landed,Blue_Clinch_Body_Strikes_Attempts,Blue_Clinch_Body_Strikes_Landed,Blue_Clinch_Head_Strikes_Attempts,Blue_Clinch_Head_Strikes_Landed,Blue_Clinch_Leg_Strikes_Attempts,Blue_Clinch_Leg_Strikes_Landed,Blue_Clinch_Significant_Kicks_Attempts,Blue_Clinch_Significant_Kicks_Landed,Blue_Clinch_Significant_Punches_Attempts,Blue_Clinch_Significant_Punches_Landed,Blue_Clinch_Significant_Strikes_Attempts,Blue_Clinch_Significant_Strikes_Landed,Blue_Clinch_Time,Blue_Clinch_Total_Strikes_Attempts,Blue_Clinch_Total_Strikes_Landed,Blue_Control_Time,Blue_Distance_Body_Kicks_Attempts,Blue_Distance_Body_Kicks_Landed,Blue_Distance_Body_Punches_Attempts,Blue_Distance_Body_Punches_Landed,Blue_Distance_Body_Strikes_Attempts,Blue_Distance_Body_Strikes_Landed,Blue_Distance_Head_Kicks_Attempts,Blue_Distance_Head_Kicks_Landed,Blue_Distance_Head_Punches_Attempts,Blue_Distance_Head_Punches_Landed,Blue_Distance_Head_Strikes_Attempts,Blue_Distance_Head_Strikes_Landed,Blue_Distance_Leg_Kicks_Attempts,Blue_Distance_Leg_Kicks_Landed,Blue_Distance_Leg_Strikes_Attempts,Blue_Distance_Leg_Strikes_Landed,Blue_Distance_Strikes_Attempts,Blue_Distance_Strikes_Landed,Blue_Distance_Time,Blue_Ground_Body_Strikes_Attempts,Blue_Ground_Body_Strikes_Landed,Blue_Ground_Control_Time,Blue_Ground_Head_Strikes_Attempts,Blue_Ground_Head_Strikes_Landed,Blue_Ground_Leg_Strikes_Attempts,Blue_Ground_Leg_Strikes_Landed,Blue_Ground_Significant_Kicks_Attempts,Blue_Ground_Significant_Kicks_Landed,Blue_Ground_Significant_Punches_Attempts,Blue_Ground_Significant_Punches_Landed,Blue_Ground_Significant_Strikes_Attempts,Blue_Ground_Significant_Strikes_Landed,Blue_Ground_Time,Blue_Ground_Total_Strikes_Attempts,Blue_Ground_Total_Strikes_Landed,Blue_Guard_Control_Time,Blue_Half_Guard_Control_Time,Blue_Head_Significant_Strikes_Attempts,Blue_Head_Significant_Strikes_Landed,Blue_Head_Total_Strikes_Attempts,Blue_Head_Total_Strikes_Landed,Blue_Kicks_Attempts,Blue_Kicks_Landed,Blue_Knock_Down_Attempts,Blue_Knock_Down_Landed,Blue_Legs_Significant_Strikes_Attempts,Blue_Legs_Significant_Strikes_Landed,Blue_Legs_Total_Strikes_Attempts,Blue_Legs_Total_Strikes_Landed,Blue_Misc__Ground_Control_Time,Blue_Mount_Control_Time,Blue_Neutral_Time,Blue_Punches_Attempts,Blue_Punches_Landed,Blue_Reversals_Attempts,Blue_Reversals_Landed,Blue_Side_Control_Time,Blue_Significant_Strikes_Attempts,Blue_Significant_Strikes_Landed,Blue_Standing_Time,Blue_Standups_Attempts,Blue_Standups_Landed,Blue_Submissions_Attempts,Blue_Submissions_Landed,Blue_Takedowns_Attempts,Blue_Takedowns_Landed,Blue_Total_Strikes_Attempts,Blue_Total_Strikes_Landed,Red_Back_Control_Time,Red_Body_Significant_Strikes_Attempts,Red_Body_Significant_Strikes_Landed,Red_Body_Total_Strikes_Attempts,Red_Body_Total_Strikes_Landed,Red_Clinch_Body_Strikes_Attempts,Red_Clinch_Body_Strikes_Landed,Red_Clinch_Head_Strikes_Attempts,Red_Clinch_Head_Strikes_Landed,Red_Clinch_Leg_Strikes_Attempts,Red_Clinch_Leg_Strikes_Landed,Red_Clinch_Significant_Kicks_Attempts,Red_Clinch_Significant_Kicks_Landed,Red_Clinch_Significant_Punches_Attempts,Red_Clinch_Significant_Punches_Landed,Red_Clinch_Significant_Strikes_Attempts,Red_Clinch_Significant_Strikes_Landed,Red_Clinch_Time,Red_Clinch_Total_Strikes_Attempts,Red_Clinch_Total_Strikes_Landed,Red_Control_Time,Red_Distance_Body_Kicks_Attempts,Red_Distance_Body_Kicks_Landed,Red_Distance_Body_Punches_Attempts,Red_Distance_Body_Punches_Landed,Red_Distance_Body_Strikes_Attempts,Red_Distance_Body_Strikes_Landed,Red_Distance_Head_Kicks_Attempts,Red_Distance_Head_Kicks_Landed,Red_Distance_Head_Punches_Attempts,Red_Distance_Head_Punches_Landed,Red_Distance_Head_Strikes_Attempts,Red_Distance_Head_Strikes_Landed,Red_Distance_Leg_Kicks_Attempts,Red_Distance_Leg_Kicks_Landed,Red_Distance_Leg_Strikes_Attempts,Red_Distance_Leg_Strikes_Landed,Red_Distance_Strikes_Attempts,Red_Distance_Strikes_Landed,Red_Distance_Time,Red_Ground_Body_Strikes_Attempts,Red_Ground_Body_Strikes_Landed,Red_Ground_Control_Time,Red_Ground_Head_Strikes_Attempts,Red_Ground_Head_Strikes_Landed,Red_Ground_Leg_Strikes_Attempts,Red_Ground_Leg_Strikes_Landed,Red_Ground_Significant_Kicks_Attempts,Red_Ground_Significant_Kicks_Landed,Red_Ground_Significant_Punches_Attempts,Red_Ground_Significant_Punches_Landed,Red_Ground_Significant_Strikes_Attempts,Red_Ground_Significant_Strikes_Landed,Red_Ground_Time,Red_Ground_Total_Strikes_Attempts,Red_Ground_Total_Strikes_Landed,Red_Guard_Control_Time,Red_Half_Guard_Control_Time,Red_Head_Significant_Strikes_Attempts,Red_Head_Significant_Strikes_Landed,Red_Head_Total_Strikes_Attempts,Red_Head_Total_Strikes_Landed,Red_Kicks_Attempts,Red_Kicks_Landed,Red_Knock_Down_Attempts,Red_Knock_Down_Landed,Red_Legs_Significant_Strikes_Attempts,Red_Legs_Significant_Strikes_Landed,Red_Legs_Total_Strikes_Attempts,Red_Legs_Total_Strikes_Landed,Red_Misc__Ground_Control_Time,Red_Mount_Control_Time,Red_Neutral_Time,Red_Punches_Attempts,Red_Punches_Landed,Red_Reversals_Attempts,Red_Reversals_Landed,Red_Side_Control_Time,Red_Significant_Strikes_Attempts,Red_Significant_Strikes_Landed,Red_Standing_Time,Red_Standups_Attempts,Red_Standups_Landed,Red_Submissions_Attempts,Red_Submissions_Landed,Red_Takedowns_Attempts,Red_Takedowns_Landed,Red_Total_Strikes_Attempts,Red_Total_Strikes_Landed,Result,Method,Country,City,Venue,Date,EventStart,FightYear,EventID2,RedOdds,BlueOdds
878,7439,Rustam Khabilov,2023,Kajan Johnson,2231,Lightweight,Leon Roberts,,3,5:00,3,0,10,6,10,6,1,1,4,1,0,0,0,0,0,0,5,2,23,7,4,0,0,0,0,0,9,5,0,0,0,0,81,14,0,0,28,23,118,42,644,0,0,0,0,0,0,0,0,0,0,0,0,0,235,12,11,0,0,85,15,97,26,0,0,0,0,28,23,30.0,25.0,0,0,644,0,0,0,0,0,123,44,667,0,1,0,0,0,0,137,57,0,6,1,17,11,0,0,5,2,0,0,0,0,0,0,5,2,23,5,2,258,0,0,0,0,6,1,0,0,0,0,53,10,0,0,0,0,59,11,644,0,0,235,6,4,0,0,0,0,0,0,6,4,235,24,21,151,0,64,16,70,22,0,0,0,0,0,0,1.0,1.0,84,0,644,0,0,0,0,0,70,17,667,0,0,0,0,8,3,88,34,Win,DEC,Russia,Moscow,Olympic Stadium,2018-09-15,14:46:43,2018,878,1.121212121212121,7.05
887,7440,Gray Maynard,374,Nik Lentz,1137,Lightweight,Dan Miragliotta,,2,1:01,3,0,5,5,8,8,3,3,12,8,1,1,0,0,0,0,16,12,46,21,15,216,0,0,0,0,1,1,0,0,0,0,31,20,0,0,2,2,34,23,132,1,1,174,50,39,0,0,0,0,0,0,51,40,184,66,54,0,56,93,67,110,81,0,0,0,1,3,3,3.0,3.0,118,0,136,0,0,0,0,0,101,75,178,0,0,1,0,5,2,121,92,0,2,2,2,2,0,0,4,2,0,0,0,0,0,0,4,2,46,4,2,10,0,0,0,0,2,2,0,0,0,0,21,9,0,0,0,0,23,11,132,0,0,10,0,0,0,0,0,0,0,0,0,0,184,0,0,10,0,25,11,25,11,0,0,0,0,0,0,0.0,0.0,0,0,136,0,0,0,0,0,27,13,178,0,2,0,0,0,0,27,13,Loss,KO/TKO,USA,Las Vegas,T-Mobile Arena,2018-10-06,22:30:17,2018,887,3.15,1.4048582995951417
890,7441,Michael Johnson,1711,Artem Lobov,2729,Featherweight,Jerin Valel,,3,5:00,3,0,18,12,18,12,0,0,3,1,0,0,0,0,0,0,3,1,0,3,1,0,0,0,0,0,18,12,0,0,0,0,138,28,0,0,30,26,186,66,863,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,141,29,141,29,0,0,0,0,30,26,30.0,26.0,0,0,863,0,0,0,0,0,189,67,863,0,0,0,0,0,0,189,67,0,51,35,51,35,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,36,0,0,0,0,51,35,0,0,0,0,144,45,0,0,21,18,216,98,863,0,0,36,2,1,0,0,0,0,0,0,2,1,36,5,3,36,0,147,46,150,48,0,0,0,0,21,18,21.0,18.0,0,0,863,0,0,0,0,0,219,99,863,0,0,0,0,1,1,222,101,Win,DEC,Canada,Moncton,Avenir Centre,2018-10-27,22:31:11,2018,890,1.165289256198347,5.55
892,7442,Michael Trizano,3125,Luis Pena,3107,Lightweight,Keith Peterson,,3,5:00,3,61,15,9,16,10,2,1,2,1,0,0,0,0,0,0,4,2,211,9,6,280,0,0,0,0,13,8,0,0,0,0,65,10,0,0,2,2,80,20,428,0,0,117,1,1,0,0,0,0,0,0,1,1,264,8,8,42,6,68,12,79,22,0,0,0,0,2,2,2.0,2.0,8,0,492,0,0,0,1,0,85,23,639,0,0,0,0,9,1,97,34,0,16,10,16,10,2,2,7,7,0,0,0,0,0,0,9,9,211,10,10,131,0,0,0,0,14,8,0,0,0,0,55,13,0,0,16,16,85,37,428,0,0,100,6,5,0,0,0,0,0,0,6,5,264,9,8,64,0,68,25,71,28,0,0,0,0,16,16,17.0,17.0,34,0,492,0,0,0,1,2,100,51,639,0,2,1,0,2,1,104,55,Win,DEC,USA,Denver,Pepsi Center,2018-11-10,0:09:56,2018,892,,1.5917159763313609
890,7443,Stevie Ray,2502,Jessin Ayari,2776,Lightweight,Barry Gallant,,3,5:00,3,0,9,7,9,7,1,1,6,2,0,0,0,0,0,0,7,3,22,8,4,8,0,0,0,0,8,6,0,0,0,0,115,47,0,0,8,7,131,60,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,49,122,50,0,0,0,0,8,7,8.0,7.0,0,0,892,0,0,0,0,0,138,63,900,0,0,0,0,0,0,139,64,0,11,6,11,6,2,2,1,1,0,0,0,0,0,0,3,3,22,3,3,0,0,0,0,0,9,4,0,0,0,0,106,22,0,0,56,46,171,72,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,23,107,23,0,0,0,0,56,46,56.0,46.0,0,0,892,0,0,0,0,0,174,75,900,0,0,0,0,0,0,174,75,Win,DEC,Canada,Moncton,Avenir Centre,2018-10-27,22:31:11,2018,890,1.5882352941176472,2.5
891,7444,Karl Roberson,2936,Jack Marshman,2831,Middleweight,Yves Lavigne,,3,5:00,3,0,5,3,5,3,1,0,2,2,0,0,0,0,0,0,3,2,15,6,5,282,0,0,0,0,4,3,0,0,0,0,78,10,0,0,13,6,95,19,606,0,0,282,0,0,0,0,0,0,0,0,0,0,282,7,6,0,0,80,12,90,21,0,0,0,0,13,6,13.0,6.0,0,63,606,0,0,0,0,219,98,21,621,0,0,0,0,0,0,108,30,0,8,6,15,13,1,1,6,4,0,0,0,0,0,0,7,5,15,7,5,15,0,0,0,0,7,5,0,0,0,0,45,15,0,0,5,4,57,24,606,0,0,0,7,5,0,0,0,0,0,0,7,5,282,71,61,0,0,58,24,115,73,0,0,0,0,5,4,5.0,4.0,0,0,606,0,0,0,0,0,71,34,621,0,0,0,0,3,2,135,90,Win,DEC,USA,New York City,Madison Square Garden,2018-11-03,22:18:55,2018,891,1.3115264797507789,3.75
893,7445,Olivier Aubin-Mercier,2223,Gilbert Burns,2288,Lightweight,Yves Lavigne,,3,4:59,3,177,17,16,25,24,3,3,3,3,0,0,0,0,0,0,6,6,93,11,11,380,0,0,0,0,14,13,0,0,0,0,76,21,0,0,5,3,95,37,472,0,0,335,42,33,0,0,0,0,0,0,42,33,335,84,72,0,69,121,57,159,92,0,0,0,1,5,3,6.0,4.0,83,0,472,0,0,0,0,6,143,76,565,0,0,0,0,7,3,190,120,0,8,5,8,5,2,2,1,1,0,0,0,0,0,0,3,3,93,5,5,48,0,0,0,0,6,3,0,0,0,0,87,34,0,0,0,0,93,37,472,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,88,35,88,35,0,0,0,0,0,0,2.0,2.0,0,0,472,0,0,0,0,0,96,40,565,0,2,0,0,0,0,98,42,Loss,DEC,Canada,Toronto,Scotiabank Arena,2018-12-08,23:16:48,2018,893,1.7092198581560285,2.25
894,7446,Pedro Munhoz,2191,Bryan Caraway,1184,Bantamweight,Chris Tognoni,,1,2:39,3,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,3,0,18,4,1,18,0,0,0,0,1,1,0,0,0,0,43,18,0,0,1,1,45,20,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,18,47,19,0,0,0,0,1,1,1.0,1.0,0,0,141,0,0,0,0,0,48,20,159,0,0,0,0,5,0,49,21,0,2,2,2,2,0,0,7,4,0,0,0,0,0,0,7,4,18,9,6,0,0,0,0,0,2,2,0,0,0,0,34,16,0,0,11,9,47,27,141,0,0,0,4,4,0,0,0,0,0,0,4,4,0,6,5,0,0,45,24,49,27,0,0,0,1,11,9,11.0,9.0,0,0,141,0,0,0,0,0,58,35,159,0,0,0,0,0,0,62,38,Win,KO/TKO,USA,Las Vegas,Pearl Concert Theater,2018-11-30,23:30:02,2018,894,,
887,7447,Tony Ferguson,1815,Anthony Pettis,1069,Lightweight,Jason Herzog,,2,4:57,3,0,13,9,13,9,0,0,3,2,0,0,0,0,0,0,3,2,3,3,2,72,0,0,0,0,13,9,0,0,0,0,71,25,0,0,6,4,90,38,520,0,0,70,6,5,0,0,0,0,0,0,6,5,76,11,9,65,0,80,32,85,36,0,0,0,1,6,4,6.0,4.0,5,0,521,0,0,0,0,0,99,45,523,0,0,0,0,0,0,104,49,0,32,21,33,22,0,0,7,4,0,0,0,0,0,0,7,4,3,7,4,6,0,0,0,0,30,19,0,0,0,0,120,60,0,0,31,27,181,106,520,2,2,6,4,2,0,0,0,0,0,0,6,4,76,7,5,0,0,131,66,131,66,0,0,0,0,31,27,31.0,27.0,6,0,521,0,0,0,0,0,194,114,523,0,1,0,0,0,0,195,115,Win,KO/TKO,USA,Las Vegas,T-Mobile Arena,2018-10-06,22:30:17,2018,887,1.2702702702702702,3.98
887,7448,Scott Holtzman,2558,Alan Patrick,2101,Lightweight,Jason Herzog,,3,3:41,3,0,14,8,15,9,1,1,2,2,0,0,0,0,0,0,3,3,125,5,4,13,0,0,0,0,12,7,0,0,0,0,43,14,0,0,3,1,58,22,457,1,0,1,0,0,0,0,0,0,0,0,1,0,240,2,1,0,0,45,16,46,16,0,0,0,0,3,1,4.0,2.0,1,0,473,0,0,0,0,0,62,25,582,0,1,0,0,4,0,65,27,0,10,8,17,13,1,1,5,5,0,0,0,0,0,0,6,6,125,15,13,336,0,0,0,0,6,4,0,0,0,0,41,14,0,0,9,9,56,27,457,3,3,239,45,36,1,1,0,0,0,0,49,40,240,67,56,68,36,91,55,110,72,0,0,0,1,10,10,11.0,11.0,79,56,473,0,0,0,0,0,111,73,582,0,0,0,0,2,1,138,96,Win,KO/TKO,USA,Las Vegas,T-Mobile Arena,2018-10-06,22:30:17,2018,887,3.7,1.3174603174603174
896,7455,Jared Gordon,2890,Joaquim Silva,2573,Lightweight,Rob Hinds,,3,2:36,3,25,42,30,45,33,12,11,3,2,2,2,0,0,0,0,17,15,39,23,21,39,0,0,0,0,30,19,0,0,0,0,133,50,0,0,9,9,172,78,455,0,0,39,2,2,0,0,0,0,0,0,2,2,260,23,22,0,0,138,54,162,77,0,0,0,0,11,11,11.0,11.0,14,0,459,0,0,0,0,0,191,95,494,0,3,2,0,1,1,218,121,0,15,10,17,12,3,3,12,10,0,0,0,0,0,0,15,13,39,18,16,256,0,0,0,0,10,5,0,0,0,0,140,71,0,0,13,12,163,88,455,2,2,221,14,13,0,0,0,0,0,0,16,15,260,47,45,15,26,166,94,198,125,0,0,0,0,13,12,13.0,12.0,180,0,459,0,0,0,0,0,194,116,494,0,0,0,0,8,3,228,149,Loss,KO/TKO,USA,Milwaukee,Fiserv Forum,2018-12-15,21:01:28,2018,896,1.847457627118644,2.05
896,7456,Zak Ottow,2826,Dwight Grant,3093,Welterweight,Rob Hinds,,3,5:00,3,0,9,7,14,12,5,5,1,0,0,0,0,0,0,0,6,5,82,12,11,7,0,0,0,0,4,2,0,0,0,0,69,14,0,0,4,3,77,19,732,0,0,7,1,1,0,0,0,0,0,0,1,1,87,4,3,0,0,71,15,75,18,0,0,0,0,4,3,4.0,3.0,7,0,732,0,0,0,0,0,84,25,814,0,1,0,0,1,1,93,33,0,14,7,19,12,2,2,0,0,1,0,0,0,0,0,3,2,82,6,4,162,0,0,0,0,11,4,0,0,0,0,53,5,0,0,3,2,67,11,732,1,1,80,0,0,0,0,0,0,0,0,1,1,87,9,7,26,0,53,5,56,6,0,0,0,0,4,2,7.0,4.0,54,0,732,0,0,0,0,0,71,14,814,0,1,0,0,6,1,82,22,Win,DEC,USA,Milwaukee,Fiserv Forum,2018-12-15,21:01:28,2018,896,3.5,1.3448275862068966
897,7457,Curtis Blaydes,2764,Francis Ngannou,2659,Heavyweight,Marc Goddard,,1,0:45,5,0,1,1,1,1,0,0,5,5,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,6,3,45,1,1,0,5,4,0,0,0,0,0,0,6,5,0,6,5,0,0,15,11,15,11,0,0,0,1,1,1,1.0,1.0,0,0,45,0,0,0,0,0,17,13,45,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,8,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,1,0,0,0,0,1,0,1.0,0.0,0,0,45,0,0,0,0,0,8,1,45,0,1,0,0,2,0,8,1,Loss,KO/TKO,China,Beijing,Cadillac Arena,2018-11-24,8:17:14,2018,897,1.462962962962963,2.8899999999999997
897,7458,Wu Yanan,3009,Lauren Mueller,3003,Women's Flyweight,John Sharp,,1,3:58,3,0,10,7,12,8,5,4,0,0,0,0,0,0,0,0,5,4,102,13,10,28,0,0,0,0,5,3,0,0,0,0,28,8,0,0,2,1,35,12,123,0,0,13,3,1,0,0,0,0,0,0,3,1,13,7,5,9,0,31,9,36,13,0,0,0,0,2,1,7.0,6.0,4,0,126,0,0,0,0,0,43,17,225,0,0,0,0,1,0,55,27,0,4,1,4,1,1,0,0,0,3,3,0,0,0,0,4,3,102,14,13,84,0,0,0,0,3,1,0,0,0,0,22,8,0,0,7,6,32,15,123,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,22,8,24,10,0,0,0,0,10,9,18.0,17.0,0,0,126,0,0,0,0,0,36,18,225,0,0,1,0,1,0,46,28,Win,SUB,China,Beijing,Cadillac Arena,2018-11-24,8:17:14,2018,897,,1.2857142857142856
897,7459,Hu Yaozong,3029,Rashad Coulter,2470,Light Heavyweight,Thomas Fan,,3,5:00,3,0,12,12,14,14,7,7,25,19,1,1,0,0,0,0,33,27,339,43,37,43,0,0,0,0,5,5,0,0,0,0,111,59,0,0,5,5,121,69,520,0,0,43,3,2,0,0,0,0,0,0,3,2,43,3,2,0,0,139,80,147,88,0,0,0,1,6,6,6.0,6.0,43,0,530,0,0,0,0,0,157,98,859,0,0,0,0,0,0,167,108,0,29,24,31,26,8,7,20,10,5,5,0,0,0,0,33,22,339,42,28,329,0,0,0,0,21,17,0,0,0,0,79,23,0,0,41,30,141,70,520,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,99,33,100,34,0,0,0,0,46,35,52.0,38.0,0,0,530,0,0,0,0,0,174,92,859,0,1,0,0,1,0,183,98,Loss,DEC,China,Beijing,Cadillac Arena,2018-11-24,8:17:14,2018,897,1.8928571428571428,2.0
879,7460,Charles Oliveira,1531,Christos Giagos,2322,Lightweight,Jerin Valel,,2,3:23,3,0,12,3,12,3,2,1,1,0,0,0,0,0,0,0,3,1,36,4,2,9,0,0,0,0,10,2,0,0,0,0,64,13,0,0,2,1,76,16,409,0,0,9,0,0,1,1,0,0,0,0,1,1,60,2,2,0,0,65,13,66,14,0,0,0,0,3,2,4.0,3.0,0,9,414,0,0,0,0,0,80,18,445,0,1,0,0,0,0,82,20,16,14,7,14,7,2,1,1,0,0,0,0,0,0,0,3,1,36,3,1,82,0,0,0,0,11,5,0,0,0,0,33,12,0,0,11,8,55,25,409,1,1,51,1,1,0,0,0,0,0,0,2,2,60,2,2,7,13,35,13,35,13,0,0,0,0,11,8,11.0,8.0,0,15,414,0,0,0,0,0,60,28,445,0,0,1,0,4,2,60,28,Win,SUB,Brazil,Sao Paulo,Ginasio do Ibirapuera,2018-09-22,22:34:00,2018,879,1.1984126984126984,4.9
878,7461,Ramazan Emeev,3001,Stefan Sekulic,3193,Welterweight,Leon Roberts,,3,5:00,3,0,9,3,14,8,2,2,4,1,0,0,0,0,0,0,6,3,196,11,7,131,0,0,0,0,7,1,0,0,0,0,30,5,0,0,15,13,52,19,626,0,0,31,0,0,0,0,0,0,0,0,0,0,78,5,5,0,0,34,6,39,10,0,0,0,0,15,13,15.0,13.0,31,0,628,0,0,0,0,0,58,22,822,0,2,0,0,5,1,68,31,0,17,12,25,20,9,7,8,5,0,0,0,0,0,0,17,12,196,25,19,141,0,0,0,0,8,5,0,0,0,0,47,10,0,0,3,2,58,17,626,0,0,47,9,7,0,0,0,0,0,0,9,7,78,13,11,0,0,64,22,67,24,0,0,0,1,3,2,4.0,3.0,47,0,628,0,0,0,0,0,84,36,822,0,1,1,0,3,2,96,47,Win,DEC,Russia,Moscow,Olympic Stadium,2018-09-15,14:46:43,2018,878,1.1428571428571428,6.3
887,7462,Aspen Ladd,2893,Tonya Evinger,1200,Women's Bantamweight,Chris Tognoni,,1,3:20,3,0,7,6,10,9,5,5,2,1,0,0,0,0,0,0,7,6,78,13,12,59,0,0,0,0,2,1,0,0,0,0,5,1,0,0,2,1,9,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,7,2,7,2,0,0,0,0,2,1,5.0,4.0,0,0,30,0,0,0,0,0,16,9,97,0,0,0,0,1,0,22,15,33,7,7,8,8,5,5,4,2,0,0,0,0,0,0,9,7,78,13,11,111,0,0,0,0,2,2,0,0,0,0,10,1,0,0,0,0,12,3,19,0,0,103,52,40,0,0,0,0,0,0,52,40,103,59,45,0,12,66,43,73,48,0,0,0,0,0,0,3.0,3.0,57,1,30,0,0,0,0,0,73,50,97,0,0,0,0,0,0,84,59,Win,KO/TKO,USA,Las Vegas,T-Mobile Arena,2018-10-06,22:30:17,2018,887,1.5405405405405406,2.63
891,7463,Julio Arce,2968,Sheymon Moraes,3017,Featherweight,Yves Lavigne,,3,5:00,3,0,18,9,19,10,7,5,6,4,0,0,0,0,0,0,13,9,173,15,11,54,0,0,0,0,11,4,0,0,0,0,57,11,0,0,1,1,69,16,569,0,0,29,20,7,0,0,0,0,0,0,20,7,159,21,8,0,0,83,22,85,24,0,0,0,2,1,1,1.0,1.0,29,0,575,0,0,0,0,0,102,32,742,0,1,0,0,0,0,105,35,110,21,9,27,15,1,1,4,1,0,0,0,0,0,0,5,2,173,31,23,272,0,0,0,0,20,8,0,0,0,0,93,15,0,0,1,0,114,23,569,0,0,130,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,97,16,115,29,0,0,0,0,1,0,3.0,2.0,20,0,575,0,0,0,0,0,119,25,742,0,1,2,0,5,1,145,46,Loss,DEC,USA,New York City,Madison Square Garden,2018-11-03,22:18:55,2018,891,1.3861003861003862,3.25
891,7464,Shane Burgos,2847,Kurt Holobaugh,2049,Featherweight,Yves Lavigne,,1,2:12,3,0,2,1,3,2,0,0,2,1,0,0,0,0,0,0,2,1,0,2,1,9,0,0,0,0,2,1,0,0,0,0,37,12,0,0,9,6,48,19,123,0,0,9,1,1,0,0,0,0,0,0,1,1,9,7,6,0,0,40,14,45,18,0,0,0,1,9,6,9.0,6.0,9,0,123,0,0,0,0,0,51,21,123,0,0,0,0,0,0,57,26,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,19,13,0,0,2,2,24,17,123,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,19,13,19,13,0,0,0,0,2,2,2.0,2.0,0,0,123,0,0,0,0,0,24,17,123,0,0,1,0,0,0,24,17,Win,SUB,USA,New York City,Madison Square Garden,2018-11-03,22:18:55,2018,891,1.2364066193853427,4.35
893,7465,Hakeem Dawodu,3056,Kyle Bochniak,2749,Featherweight,Yves Lavigne,,3,5:00,3,0,9,4,10,5,4,3,6,0,0,0,0,0,0,0,10,3,109,14,7,126,0,0,0,0,5,1,0,0,0,0,71,25,0,0,21,11,97,37,765,0,0,27,2,2,0,0,0,0,0,0,2,2,27,3,3,0,19,79,27,82,30,0,0,0,0,21,11,22.0,12.0,8,0,767,0,0,0,0,0,109,42,874,0,0,0,0,12,2,114,47,0,48,35,48,35,4,4,0,0,0,0,0,0,0,0,4,4,109,4,4,8,0,0,0,0,44,31,0,0,0,0,146,51,0,0,18,17,208,99,765,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,146,51,146,51,0,0,0,0,18,17,18.0,17.0,0,0,767,0,0,0,0,0,212,103,874,0,2,0,0,0,0,212,103,Win,DEC,Canada,Toronto,Scotiabank Arena,2018-12-08,23:16:48,2018,893,1.5,2.76
893,7466,Elias Theodorou,2224,Eryk Anders,2954,Middleweight,Jerin Valel,,3,5:00,3,0,16,10,16,10,7,5,21,12,0,0,0,0,0,0,28,17,67,29,18,18,0,0,0,0,9,5,0,0,0,0,95,42,0,0,1,1,105,48,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,54,117,55,0,0,0,1,1,1,1.0,1.0,0,0,844,0,0,0,0,0,133,65,901,0,0,0,0,1,0,134,66,0,42,31,44,33,13,12,25,14,2,2,0,0,0,0,40,28,67,50,38,39,0,0,0,0,29,19,0,0,0,0,102,17,0,0,40,28,171,64,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,31,134,38,0,0,0,0,42,30,43.0,31.0,0,0,844,0,0,0,0,0,211,92,901,0,1,0,0,3,0,221,102,Win,DEC,Canada,Toronto,Scotiabank Arena,2018-12-08,23:16:48,2018,893,1.7751937984496124,2.15
