EventID,FightID,RedCorner,RedCornerID,BlueCorner,BlueCornerID,WeightClass,Referee,Championship,FightEndRound,FightEndTime,MaxRounds,Blue_Back_Control_Time,Blue_Body_Significant_Strikes_Attempts,Blue_Body_Significant_Strikes_Landed,Blue_Body_Total_Strikes_Attempts,Blue_Body_Total_Strikes_Landed,Blue_Clinch_Body_Strikes_Attempts,Blue_Clinch_Body_Strikes_Landed,Blue_Clinch_Head_Strikes_Attempts,Blue_Clinch_Head_Strikes_Landed,Blue_Clinch_Leg_Strikes_Attempts,Blue_Clinch_Leg_Strikes_Landed,Blue_Clinch_Significant_Kicks_Attempts,Blue_Clinch_Significant_Kicks_Landed,Blue_Clinch_Significant_Punches_Attempts,Blue_Clinch_Significant_Punches_Landed,Blue_Clinch_Significant_Strikes_Attempts,Blue_Clinch_Significant_Strikes_Landed,Blue_Clinch_Time,Blue_Clinch_Total_Strikes_Attempts,Blue_Clinch_Total_Strikes_Landed,Blue_Control_Time,Blue_Distance_Body_Kicks_Attempts,Blue_Distance_Body_Kicks_Landed,Blue_Distance_Body_Punches_Attempts,Blue_Distance_Body_Punches_Landed,Blue_Distance_Body_Strikes_Attempts,Blue_Distance_Body_Strikes_Landed,Blue_Distance_Head_Kicks_Attempts,Blue_Distance_Head_Kicks_Landed,Blue_Distance_Head_Punches_Attempts,Blue_Distance_Head_Punches_Landed,Blue_Distance_Head_Strikes_Attempts,Blue_Distance_Head_Strikes_Landed,Blue_Distance_Leg_Kicks_Attempts,Blue_Distance_Leg_Kicks_Landed,Blue_Distance_Leg_Strikes_Attempts,Blue_Distance_Leg_Strikes_Landed,Blue_Distance_Strikes_Attempts,Blue_Distance_Strikes_Landed,Blue_Distance_Time,Blue_Ground_Body_Strikes_Attempts,Blue_Ground_Body_Strikes_Landed,Blue_Ground_Control_Time,Blue_Ground_Head_Strikes_Attempts,Blue_Ground_Head_Strikes_Landed,Blue_Ground_Leg_Strikes_Attempts,Blue_Ground_Leg_Strikes_Landed,Blue_Ground_Significant_Kicks_Attempts,Blue_Ground_Significant_Kicks_Landed,Blue_Ground_Significant_Punches_Attempts,Blue_Ground_Significant_Punches_Landed,Blue_Ground_Significant_Strikes_Attempts,Blue_Ground_Significant_Strikes_Landed,Blue_Ground_Time,Blue_Ground_Total_Strikes_Attempts,Blue_Ground_Total_Strikes_Landed,Blue_Guard_Control_Time,Blue_Half_Guard_Control_Time,Blue_Head_Significant_Strikes_Attempts,Blue_Head_Significant_Strikes_Landed,Blue_Head_Total_Strikes_Attempts,Blue_Head_Total_Strikes_Landed,Blue_Kicks_Attempts,Blue_Kicks_Landed,Blue_Knock_Down_Attempts,Blue_Knock_Down_Landed,Blue_Legs_Significant_Strikes_Attempts,Blue_Legs_Significant_Strikes_Landed,Blue_Legs_Total_Strikes_Attempts,Blue_Legs_Total_Strikes_Landed,Blue_Misc__Ground_Control_Time,Blue_Mount_Control_Time,Blue_Neutral_Time,Blue_Punches_Attempts,Blue_Punches_Landed,Blue_Reversals_Attempts,Blue_Reversals_Landed,Blue_Side_Control_Time,Blue_Significant_Strikes_Attempts,Blue_Significant_Strikes_Landed,Blue_Standing_Time,Blue_Standups_Attempts,Blue_Standups_Landed,Blue_Submissions_Attempts,Blue_Submissions_Landed,Blue_Takedowns_Attempts,Blue_Takedowns_Landed,Blue_Total_Strikes_Attempts,Blue_Total_Strikes_Landed,Red_Back_Control_Time,Red_Body_Significant_Strikes_Attempts,Red_Body_Significant_Strikes_Landed,Red_Body_Total_Strikes_Attempts,Red_Body_Total_Strikes_Landed,Red_Clinch_Body_Strikes_Attempts,Red_Clinch_Body_Strikes_Landed,Red_Clinch_Head_Strikes_Attempts,Red_Clinch_Head_Strikes_Landed,Red_Clinch_Leg_Strikes_Attempts,Red_Clinch_Leg_Strikes_Landed,Red_Clinch_Significant_Kicks_Attempts,Red_Clinch_Significant_Kicks_Landed,Red_Clinch_Significant_Punches_Attempts,Red_Clinch_Significant_Punches_Landed,Red_Clinch_Significant_Strikes_Attempts,Red_Clinch_Significant_Strikes_Landed,Red_Clinch_Time,Red_Clinch_Total_Strikes_Attempts,Red_Clinch_Total_Strikes_Landed,Red_Control_Time,Red_Distance_Body_Kicks_Attempts,Red_Distance_Body_Kicks_Landed,Red_Distance_Body_Punches_Attempts,Red_Distance_Body_Punches_Landed,Red_Distance_Body_Strikes_Attempts,Red_Distance_Body_Strikes_Landed,Red_Distance_Head_Kicks_Attempts,Red_Distance_Head_Kicks_Landed,Red_Distance_Head_Punches_Attempts,Red_Distance_Head_Punches_Landed,Red_Distance_Head_Strikes_Attempts,Red_Distance_Head_Strikes_Landed,Red_Distance_Leg_Kicks_Attempts,Red_Distance_Leg_Kicks_Landed,Red_Distance_Leg_Strikes_Attempts,Red_Distance_Leg_Strikes_Landed,Red_Distance_Strikes_Attempts,Red_Distance_Strikes_Landed,Red_Distance_Time,Red_Ground_Body_Strikes_Attempts,Red_Ground_Body_Strikes_Landed,Red_Ground_Control_Time,Red_Ground_Head_Strikes_Attempts,Red_Ground_Head_Strikes_Landed,Red_Ground_Leg_Strikes_Attempts,Red_Ground_Leg_Strikes_Landed,Red_Ground_Significant_Kicks_Attempts,Red_Ground_Significant_Kicks_Landed,Red_Ground_Significant_Punches_Attempts,Red_Ground_Significant_Punches_Landed,Red_Ground_Significant_Strikes_Attempts,Red_Ground_Significant_Strikes_Landed,Red_Ground_Time,Red_Ground_Total_Strikes_Attempts,Red_Ground_Total_Strikes_Landed,Red_Guard_Control_Time,Red_Half_Guard_Control_Time,Red_Head_Significant_Strikes_Attempts,Red_Head_Significant_Strikes_Landed,Red_Head_Total_Strikes_Attempts,Red_Head_Total_Strikes_Landed,Red_Kicks_Attempts,Red_Kicks_Landed,Red_Knock_Down_Attempts,Red_Knock_Down_Landed,Red_Legs_Significant_Strikes_Attempts,Red_Legs_Significant_Strikes_Landed,Red_Legs_Total_Strikes_Attempts,Red_Legs_Total_Strikes_Landed,Red_Misc__Ground_Control_Time,Red_Mount_Control_Time,Red_Neutral_Time,Red_Punches_Attempts,Red_Punches_Landed,Red_Reversals_Attempts,Red_Reversals_Landed,Red_Side_Control_Time,Red_Significant_Strikes_Attempts,Red_Significant_Strikes_Landed,Red_Standing_Time,Red_Standups_Attempts,Red_Standups_Landed,Red_Submissions_Attempts,Red_Submissions_Landed,Red_Takedowns_Attempts,Red_Takedowns_Landed,Red_Total_Strikes_Attempts,Red_Total_Strikes_Landed,Result,Method,Country,City,Venue,Date,EventStart,FightYear,EventID2,RedOdds,BlueOdds
673,4908,George Roop,454,Rob Font,2266,Bantamweight,Chris Tognoni,,1,0:00,3,0,2,2,2,2,0,0,1,1,1,1,0,0,0,0,2,2,21,2,2,0,1,0,0,0,2,2,0,0,13,3,15,5,3,3,2,2,19,9,118,0,0,0,2,1,0,0,0,0,0,0,2,1,0,2,1,0,0,18,7,18,7,4,3,0,1,3,3,3.0,3.0,0,0,119,14,4,0,0,0,23,12,139,0,0,0,0,0,0,23,12,0,5,2,5,2,0,0,1,0,2,1,2,2,1,0,3,1,21,3,1,20,2,1,1,1,5,2,2,0,26,4,27,5,2,2,2,2,34,9,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,28,5,8,5,0,0,4,3,4.0,3.0,0,0,119,28,5,0,0,0,37,10,139,0,0,0,0,0,0,37,10,Loss,KO/TKO,USA,Las Vegas,Mandalay Bay Events Center,2014-07-05,16:00:01,2014,673,1.5319148936170213,2.69
675,4910,Cathal Pendred,2269,Mike King,2270,Middleweight,Marc Goddard,,2,0:00,3,52,4,3,4,3,1,1,4,4,0,0,0,0,0,0,5,5,95,7,6,152,0,0,0,0,3,2,0,0,0,0,31,13,0,0,2,2,36,17,217,0,0,130,24,16,0,0,0,0,0,0,24,16,202,60,37,5,4,59,33,97,55,0,0,0,1,2,2,2.0,2.0,0,62,250,0,0,0,0,7,65,38,312,0,2,2,0,4,1,103,60,35,5,3,5,3,2,1,0,0,0,0,0,0,0,0,2,1,95,3,2,112,0,0,0,0,3,2,0,0,0,0,32,6,0,0,2,1,37,9,217,0,0,72,1,1,0,0,0,0,0,0,1,1,202,6,5,0,0,33,7,39,12,0,0,0,0,2,1,2.0,1.0,0,37,250,0,0,0,0,0,40,11,312,0,2,1,0,5,3,46,16,Win,SUB,Ireland,Dublin,The O2 Dublin,2014-07-19,17:30:02,2014,675,1.7633587786259541,2.19
676,4911,Hugo Viana,1999,Aljamain Sterling,2177,Bantamweight,Liam Kerrigan,,3,0:00,3,84,21,16,39,34,6,6,2,1,6,5,2,2,0,0,14,12,129,17,15,509,15,6,1,0,11,6,10,3,5,0,17,2,3,2,4,2,32,10,300,4,4,401,48,36,0,0,0,0,3,3,52,40,401,83,69,36,96,67,39,81,51,47,27,0,0,10,7,12.0,9.0,40,114,321,88,73,0,0,31,98,62,429,0,0,0,0,4,4,132,94,0,6,2,8,4,0,0,1,1,2,2,0,0,3,0,3,3,129,7,7,0,6,3,1,0,6,2,2,0,38,8,35,8,2,1,2,2,43,12,300,0,0,0,0,0,0,0,0,0,0,0,0,0,401,4,3,0,0,36,9,42,14,12,6,0,0,4,4,4.0,4.0,0,0,321,51,15,0,0,0,46,15,429,0,1,0,0,0,0,54,22,Loss,KO/TKO,USA,Atlantic City,Revel Resort,2014-07-16,18:30:10,2014,676,3.1,1.425531914893617
683,4912,Jacare Souza,896,Gegard Mousasi,786,Middleweight,Herb Dean,,3,0,5,0,1,1,12,12,1,1,8,4,2,2,0,0,5,4,11,7,173,25,20,13,0,0,4,2,0,0,0,0,46,16,45,19,0,0,0,0,45,19,194,0,0,4,0,0,0,0,4,0,2,2,0,0,503,39,39,4,0,53,23,94,63,10,4,0,0,2,2,3.0,3.0,0,0,209,118,81,0,0,0,56,26,367,0,1,0,0,0,0,109,78,0,11,9,16,14,3,2,0,0,3,3,3,3,2,2,6,5,173,7,6,648,1,1,4,2,5,4,0,0,31,14,33,11,1,0,1,1,39,16,194,3,3,499,4,4,4,4,3,3,13,13,11,11,503,40,37,56,201,37,15,60,35,15,14,0,0,8,8,10.0,10.0,130,0,209,62,41,0,0,112,56,32,367,0,0,1,0,10,4,86,59,,,USA,Ledyard,Foxwoods Resort Casino,2014-09-05,19:00:08,2014,683,,2.69
676,4914,Yosdenis Cedeno,2185,Jerrod Sanders,2276,Lightweight,Vitor Ribeiro,,1,0:00,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,56,0,0,53,2,1,0,0,0,0,0,0,2,1,244,4,2,42,0,2,1,4,2,4,4,0,0,0,0,0.0,0.0,11,0,56,3,1,0,0,0,3,2,56,0,0,0,0,0,0,5,3,0,4,4,14,14,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,191,0,0,2,2,0,0,0,0,4,3,0,0,1,1,1,1,1,1,56,4,4,191,15,7,0,0,0,0,10,5,19,11,244,36,25,24,128,16,8,23,12,3,3,0,0,1,1,1.0,1.0,36,0,56,43,31,0,0,3,21,13,56,0,0,0,0,0,0,38,27,Win,KO/TKO,USA,Atlantic City,Revel Resort,2014-07-16,18:30:10,2014,676,2.71,1.526315789473684
671,4915,Jumabieke Tuerxun,2189,Leandro Issa,2165,Bantamweight,Mario Yamasaki,,3,0:00,3,0,7,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,172,9,6,0,0,7,4,4,2,118,44,109,21,20,19,19,17,135,42,540,0,0,172,4,2,0,0,0,0,0,0,4,2,260,35,29,0,72,113,23,144,50,33,27,0,0,19,17,19.0,17.0,0,75,590,152,73,0,0,25,139,44,569,0,0,3,0,8,2,170,71,0,15,5,15,5,0,0,1,0,0,0,1,1,0,0,1,0,29,1,0,67,7,3,15,7,15,5,9,0,95,27,104,22,5,4,5,4,124,31,540,0,0,65,2,2,0,0,0,0,0,0,2,2,260,9,9,20,33,107,24,114,31,22,8,0,0,5,4,5.0,4.0,12,0,590,116,40,0,0,0,127,33,569,0,1,0,0,0,0,134,40,Loss,SUB,USA,Las Vegas,Mandalay Bay Events Center,2014-07-06,15:00:05,2014,671,,
671,4916,Adriano Martins,915,Juan Puig,2271,Lightweight,Yves Lavigne,,1,0:00,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,1,1,0,34,14,37,4,13,10,13,8,51,13,138,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,37,4,37,4,16,12,0,0,13,8,13.0,8.0,0,0,139,34,14,0,0,0,51,13,139,0,0,0,0,0,0,51,13,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,1,2,0,2,0,0,0,0,0,0,0,0,27,15,22,9,0,0,0,0,22,9,138,0,0,2,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,24,9,25,10,0,0,0,1,0,0,0.0,0.0,2,0,139,30,16,0,0,0,24,9,139,0,0,0,0,0,0,25,10,Win,KO/TKO,USA,Las Vegas,Mandalay Bay Events Center,2014-07-06,15:00:05,2014,671,,
683,4918,Sean Soriano,2153,Chas Skelly,2214,Featherweight,Herb Dean,,3,0,3,364,2,0,4,2,1,0,1,1,1,1,2,1,2,1,3,2,119,3,2,607,0,0,0,0,1,0,1,0,31,10,25,5,0,0,0,0,26,5,94,0,0,520,7,6,0,0,0,0,14,11,7,6,687,61,55,0,31,33,12,85,59,3,1,0,0,1,1,1.0,1.0,93,5,118,111,74,0,0,27,36,13,213,0,0,7,0,7,4,90,62,0,7,2,7,2,3,1,4,4,0,0,4,3,1,1,7,5,119,7,5,175,0,0,2,2,4,1,0,0,17,9,17,8,3,3,3,3,24,12,94,0,0,163,17,7,0,0,0,0,20,14,17,7,687,30,17,77,0,38,19,51,29,7,6,0,0,3,3,3.0,3.0,86,0,118,48,34,0,0,0,48,24,213,0,1,0,0,0,0,61,34,Loss,DEC,USA,Ledyard,Foxwoods Resort Casino,2014-09-05,19:00:08,2014,683,2.69,1.5319148936170213
676,4919,Lucas Martins,2048,Alex White,2216,Featherweight,Gasper Oliver,,3,0:00,3,0,42,20,42,20,1,1,1,0,0,0,0,0,0,0,2,1,13,2,1,0,31,13,21,17,41,19,1,0,119,42,114,20,4,3,2,2,157,41,713,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,115,20,115,20,37,17,0,0,2,2,2.0,2.0,0,0,714,140,59,0,0,0,159,42,726,0,0,0,0,0,0,159,42,0,12,7,12,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,7,6,7,6,12,7,5,1,143,56,113,33,11,9,12,10,137,50,713,0,0,2,3,3,0,0,0,0,1,1,3,3,2,3,3,0,0,116,36,116,36,23,16,0,1,12,10,12.0,10.0,2,0,714,151,63,0,0,0,140,53,726,0,0,0,0,1,0,140,53,Win,KO/TKO,USA,Atlantic City,Revel Resort,2014-07-16,18:30:10,2014,676,2.6,1.5617977528089888
676,4920,Claudia Gadelha,2277,Tina Lahdemaki,2275,Women's Strawweight,Liam Kerrigan,,3,0:00,3,0,12,5,13,6,4,0,3,3,0,0,3,1,6,5,7,3,49,12,6,0,5,2,8,8,8,5,1,0,115,58,120,18,5,2,6,3,134,26,445,0,0,0,0,0,0,0,3,2,0,0,0,0,406,24,17,0,0,123,21,150,39,18,7,0,0,6,3,7.0,4.0,0,0,466,158,89,0,0,0,141,29,494,0,3,0,0,0,0,170,49,111,24,13,65,53,7,4,1,0,0,0,7,6,2,1,8,4,49,13,9,434,3,2,5,1,13,6,1,0,110,41,101,29,10,9,6,6,120,41,445,4,3,406,30,20,2,2,3,3,10,9,36,25,406,95,82,159,74,132,49,151,67,27,23,0,0,8,8,12.0,12.0,49,8,466,218,141,0,0,5,164,70,494,0,0,2,0,6,5,228,132,Win,DEC,USA,Atlantic City,Revel Resort,2014-07-16,18:30:10,2014,676,1.167785234899329,5.95
681,4921,Thiago Tavares,533,Robert Peralta,1791,Featherweight,Kevin MacDonald,,1,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,223,2,2,0,0,2,0,3,1,0,0,0,0,0,0,0.0,0.0,0,0,31,5,1,0,0,0,2,0,44,0,1,0,0,0,0,5,3,101,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,236,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,29,0,0,223,29,18,0,0,0,0,53,47,29,18,223,61,45,0,0,31,18,55,37,0,0,0,0,0,0,0.0,0.0,26,96,31,66,58,0,0,0,31,18,44,0,0,1,0,3,2,63,45,Win,SUB,USA,Bangor,Cross Insurance Center,2014-08-16,20:00:02,2014,681,1.7518796992481203,
682,4922,Max Holloway,1936,Clay Collard,2312,Catch Weight,Dan Miragliotta,,3,0,3,0,31,16,31,16,4,4,17,10,0,0,1,1,10,7,21,14,102,22,15,104,11,6,10,6,27,12,3,1,132,34,131,24,23,15,23,16,181,52,511,0,0,46,7,4,0,0,0,0,2,2,7,4,214,10,6,41,0,155,38,159,41,38,23,0,0,23,16,23.0,16.0,5,0,554,158,52,0,0,0,209,70,613,0,0,0,0,10,1,213,73,71,29,26,32,29,6,6,11,8,0,0,6,6,6,3,17,14,102,19,16,169,19,14,6,6,22,19,15,10,102,54,116,48,4,2,5,3,143,70,511,1,1,168,43,39,0,0,1,1,50,48,44,40,214,57,51,3,24,170,95,182,105,45,33,0,0,5,3,5.0,3.0,37,33,554,170,117,0,0,0,204,124,613,0,0,0,0,0,0,219,137,Win,KO/TKO,USA,Tulsa,BOK Center,2014-08-23,6:30:17,2014,682,1.1111111111111112,7.0
682,4923,Aaron Phillips,2237,Matt Hobar,2232,Bantamweight,Kevin Nix,,3,0,3,0,11,8,33,28,6,4,19,14,3,3,16,13,10,6,28,21,237,33,25,782,2,2,0,0,2,1,0,0,20,11,13,5,0,0,0,0,15,6,95,3,3,568,53,32,1,1,0,0,62,43,57,36,568,124,89,215,88,85,51,133,86,18,15,0,0,4,4,6.0,6.0,106,0,118,142,107,0,0,159,100,63,332,0,0,0,0,9,6,172,120,0,12,12,29,29,11,11,6,5,1,1,16,13,4,2,18,17,237,52,48,0,0,0,0,0,1,1,1,0,29,19,22,11,1,1,2,2,25,14,95,0,0,0,11,7,0,0,11,9,4,2,11,7,568,202,168,0,0,39,23,242,194,29,23,0,0,3,3,8.0,7.0,0,0,118,301,283,0,0,0,54,38,332,0,4,0,0,1,0,279,230,Loss,DEC,USA,Tulsa,BOK Center,2014-08-23,6:30:17,2014,682,2.58,1.5714285714285714
680,4924,Miesha Tate,1317,Rin Nakai,2278,Women's Bantamweight,Jerin Valel,,3,0,3,0,16,6,28,16,14,5,4,1,3,3,0,0,0,0,21,9,366,52,37,200,0,0,0,0,2,1,0,0,0,0,22,6,0,0,0,0,24,7,387,0,0,53,2,0,0,0,0,0,0,0,2,0,146,10,8,0,0,28,7,52,30,0,0,0,0,3,3,6.0,6.0,0,53,496,0,0,0,0,0,47,16,753,0,1,0,0,19,3,86,52,17,24,18,29,23,13,12,17,11,3,2,0,0,0,0,33,25,366,64,55,203,0,0,0,0,9,5,0,0,0,0,68,21,0,0,2,2,79,28,387,2,1,93,2,1,0,0,0,0,0,0,4,2,146,7,5,49,0,87,33,114,59,0,0,0,0,5,4,7.0,6.0,0,27,496,0,0,0,0,0,116,55,753,0,3,0,0,4,1,150,88,Win,DEC,Japan,Saitama,Saitama Super Arena,2014-09-20,13:34:58,2014,680,1.3076923076923077,3.85
680,4925,Kyoji Horiguchi,2103,Jon Delos Reyes,2143,Flyweight,Steve Perceval,,1,0,3,0,4,4,6,6,1,1,3,1,5,5,0,0,0,0,9,7,42,9,7,0,0,0,0,0,3,3,0,0,0,0,13,3,0,0,0,0,16,6,94,0,0,0,0,0,0,0,0,0,0,0,0,0,92,5,5,0,0,16,4,19,7,0,0,0,0,5,5,5.0,5.0,0,0,97,0,0,0,0,0,25,13,136,0,0,0,0,0,0,30,18,0,9,9,9,9,4,4,13,7,0,0,0,0,0,0,17,11,42,17,11,131,0,0,0,0,5,5,0,0,0,0,10,6,0,0,0,0,15,11,94,0,0,92,11,9,0,0,0,0,0,0,11,9,92,30,27,56,0,34,22,53,40,0,0,0,0,0,0,0.0,0.0,0,36,97,0,0,0,0,0,43,31,136,0,0,0,0,0,0,62,49,Win,KO/TKO,Japan,Saitama,Saitama Super Arena,2014-09-20,13:34:58,2014,680,1.15015015015015,6.45
671,4927,Dhiego Lima,2282,Eddie Gordon,2286,Middleweight,Yves Lavigne,Ultimate Fighter 19 Middleweight Tournament Title,1,0:00,4,0,0,0,0,0,0,0,2,1,0,0,0,0,6,4,2,1,6,2,1,13,0,0,2,2,0,0,0,0,18,5,19,6,0,0,0,0,19,6,52,0,0,13,21,15,0,0,0,0,11,6,21,15,13,21,15,0,0,42,22,42,22,0,0,0,1,0,0,0.0,0.0,13,0,58,37,17,0,0,0,42,22,58,0,0,0,0,0,0,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,5,9,4,1,1,1,1,10,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,4,9,4,1,1,0,0,1,1,1.0,1.0,0,0,58,9,5,0,0,0,10,5,58,0,0,0,0,0,0,10,5,Loss,KO/TKO,USA,Las Vegas,Mandalay Bay Events Center,2014-07-06,15:00:05,2014,671,,
675,4928,Patrick Holohan,2274,Josh Sampo,2135,Flyweight,Neil Hall,,1,0:00,3,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,8,2,0,0,1,0,11,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,8,2,8,2,0,0,0,0,1,0,1.0,0.0,0,0,74,0,0,0,0,0,11,3,74,0,0,1,0,0,0,11,3,27,2,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,112,0,0,0,0,2,0,0,0,0,0,14,4,0,0,5,3,21,7,73,0,0,112,7,3,0,0,0,0,0,0,7,3,112,17,13,7,57,22,7,31,16,0,0,0,1,5,3,5.0,3.0,0,19,74,0,0,0,0,2,29,10,74,0,0,1,0,1,0,39,20,Win,SUB,Ireland,Dublin,The O2 Dublin,2014-07-19,17:30:02,2014,675,3.15,1.4149377593360997
688,4930,Raphael Assuncao,1039,Bryan Caraway,1184,Bantamweight,Dan Miragliotta,,3,0:00,3,0,10,6,13,8,5,2,10,3,0,0,6,2,4,0,15,5,120,26,12,58,4,3,5,3,5,4,4,1,119,24,95,23,8,4,13,7,113,34,714,0,0,37,0,0,0,0,0,0,0,0,0,0,66,0,0,29,0,105,26,112,30,22,10,0,0,13,7,14.0,8.0,8,0,791,130,29,0,0,0,128,39,834,0,2,0,0,8,2,139,46,0,13,11,13,11,7,6,18,9,3,3,7,6,5,4,28,18,120,31,21,51,8,7,2,2,6,5,15,8,79,35,74,29,23,18,23,22,103,56,714,0,0,29,2,1,0,0,0,0,3,2,2,1,66,7,6,0,0,94,39,100,45,56,42,0,0,26,25,28.0,27.0,29,0,791,90,44,0,0,0,133,75,834,0,2,0,0,6,2,141,83,Win,DEC,Canada,Halifax,Scotiabank Centre,2014-10-04,20:00:00,2014,688,1.2222222222222223,4.85
682,4931,Francis Carmont,1883,Thales Leites,449,Middleweight,John McCarthy,,2,0,3,0,6,3,6,3,1,0,8,5,0,0,1,1,3,2,9,5,107,10,6,69,0,0,0,0,4,2,0,0,28,5,23,6,4,4,4,4,31,12,211,1,1,2,2,0,0,0,0,0,1,1,3,1,2,3,1,0,0,33,11,34,12,5,5,0,1,4,4,4.0,4.0,2,0,222,32,8,0,0,0,43,18,318,0,0,0,0,1,0,44,19,0,4,2,4,2,0,0,1,1,1,1,1,1,1,1,2,2,107,2,2,29,2,0,0,0,4,2,3,0,36,3,38,8,7,6,7,6,49,16,211,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,39,9,39,9,13,7,0,0,8,7,8.0,7.0,0,0,222,37,4,0,0,0,51,18,318,0,0,0,0,1,0,51,18,Loss,KO/TKO,USA,Tulsa,BOK Center,2014-08-23,6:30:17,2014,682,1.4975124378109452,2.8
671,4932,Patrick Walsh,2283,Daniel Spohn,2284,Light Heavyweight,Mark Smith,,3,0:00,3,11,1,1,7,7,1,1,9,5,0,0,1,1,3,0,10,6,137,19,15,59,0,0,0,0,0,0,6,1,34,22,36,14,4,3,4,3,40,17,138,0,0,54,1,1,0,0,0,0,0,0,1,1,626,21,20,0,43,46,20,69,42,11,5,0,0,4,3,4.0,3.0,0,0,150,82,60,0,0,0,51,24,275,0,2,2,0,1,0,80,52,0,0,0,64,63,0,0,1,1,0,0,0,0,2,1,1,1,137,5,5,692,0,0,0,0,0,0,0,0,22,10,12,4,0,0,0,0,12,4,138,0,0,572,11,6,0,0,0,0,6,4,11,6,626,110,101,92,394,24,11,63,47,0,0,0,0,0,0,0.0,0.0,61,0,150,170,138,0,0,25,24,11,275,0,0,3,0,7,5,127,110,Win,DEC,USA,Las Vegas,Mandalay Bay Events Center,2014-07-06,15:00:05,2014,671,,
677,4933,Lorenz Larkin,1783,Derek Brunson,1806,Middleweight,Herb Dean,,3,0:00,3,7,2,2,17,17,1,1,1,1,0,0,6,6,0,0,2,2,131,9,9,639,2,0,1,1,1,1,2,0,19,6,20,3,1,0,1,0,22,4,216,0,0,553,6,6,0,0,0,0,20,15,6,6,553,94,85,120,320,27,10,100,74,12,7,0,0,1,0,8.0,7.0,84,0,261,129,100,0,0,22,30,12,347,0,0,1,0,12,4,125,98,0,15,13,15,13,4,4,2,1,0,0,2,2,4,3,6,5,131,8,7,0,6,6,2,2,11,9,3,2,25,12,22,6,1,0,1,0,34,15,216,0,0,0,0,0,0,0,0,0,0,0,0,0,553,11,10,0,0,24,7,37,19,13,11,0,0,1,0,1.0,0.0,0,0,261,42,28,0,0,0,40,20,347,0,2,0,0,0,0,53,32,Loss,DEC,USA,Sacramento,Sleep Train Arena,2014-08-30,17:00:29,2014,677,2.5300000000000002,1.5882352941176472
682,4934,James Vick,1984,Valmir Lazaro,2261,Lightweight,Kevin Nix,,3,0,3,0,26,15,27,16,4,2,17,10,1,0,1,1,13,8,22,12,108,25,15,58,1,1,13,12,22,13,0,0,189,69,173,54,14,11,14,12,209,79,738,0,0,41,0,0,0,0,0,0,0,0,0,0,54,2,2,17,1,190,64,192,66,16,13,0,0,15,12,17.0,14.0,23,0,815,215,89,0,0,0,231,91,846,0,2,0,0,10,4,236,96,0,19,15,19,15,4,4,5,3,2,2,5,5,11,3,11,9,108,12,10,27,12,5,7,5,15,11,13,5,171,39,184,48,13,6,11,9,210,68,738,0,0,10,0,0,0,0,0,0,0,0,0,0,54,5,5,0,0,189,51,191,53,44,22,0,1,13,11,17.0,15.0,10,0,815,190,48,0,0,0,221,77,846,0,1,0,0,1,0,227,83,Win,DEC,USA,Tulsa,BOK Center,2014-08-23,6:30:17,2014,682,1.7692307692307692,
